Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Trattoria Il Gabbiano,trattoriailgabbiano@outlook.it,+39 343 9825971,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore manifatturiero. Fondata nel 2007, siamo cresciuti fino a diventare un punto di riferimento a Padova.",,2025-04-09 15:56:01,"Via Garibaldi, 3 - 33081 Padova",Manifatturiero
Pizzeria La Piazza,pizzerialapiazza@yahoo.it,+39 030 673570,Azienda leader nel settore alimentare con sede a Pescara. Offriamo prodotti e servizi di alta qualità dal 1998.,https://www.pizzerialapiazza.it,2025-04-09 15:56:01,"Corso Europa, 187 - 65020 Pescara",Alimentare
Agenzia La Rosa,agenzialarosa@tiscali.it,+39 012 572234,Specialisti nel settore tecnologia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Monza e oltre.,https://www.agenzialarosa.it,2025-04-09 15:56:01,"Viale delle Rose, 107 - 19084 Monza",Tecnologia
Hotel Da Roberto,info@hoteldaroberto.it,+39 344 2209546,Azienda leader nel settore artigianato con sede a Piacenza. Offriamo prodotti e servizi di alta qualità dal 1964.,https://www.hoteldaroberto.it,2025-04-09 15:56:01,"Viale delle Palme, 193 - 25033 Piacenza",Artigianato
Studio Da Roberto,info@studiodaroberto.it,+39 308 4621571,Azienda leader nel settore commercio al dettaglio con sede a Verona. Offriamo prodotti e servizi di alta qualità dal 1963.,,2025-04-09 15:56:01,"Via Cavour, 135 - 61097 Verona",Commercio al dettaglio
Profumeria Express,info@profumeriaexpress.it,+39 094 422981,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 11 anni di esperienza.,,2025-04-09 15:56:01,"Via Petrarca, 13 - 31045 Palermo",Logistica
Boutique L'Ulivo,info@boutiquelulivo.it,+39 365 6694409,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore edilizia. Fondata nel 1984, siamo cresciuti fino a diventare un punto di riferimento a Taranto.",https://www.boutiquelulivo.it,2025-04-09 15:56:01,"Via Venezia, 103 - 65066 Taranto",Edilizia
Ferramenta Da Andrea,ferramentadaandrea@virgilio.it,+39 348 8205539,Dal 2001 offriamo servizi di qualità nel settore commercio al dettaglio. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.ferramentadaandrea.it,2025-04-09 15:56:01,"Via Caravaggio, 76 - 33024 Bergamo",Commercio al dettaglio
Bar La Taverna,info@barlataverna.it,+39 063 815400,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 47 anni di esperienza.,https://www.barlataverna.it,2025-04-09 15:56:01,"Via Raffaello, 25 - 36029 Brescia",Benessere
Immobiliare L'Ulivo,info@immobiliarelulivo.it,+39 322 3650059,La nostra missione è fornire il miglior servizio possibile nel settore edilizia. Siamo un'azienda a conduzione familiare con oltre 32 anni di esperienza.,https://www.immobiliarelulivo.it,2025-04-09 15:56:01,"Via Michelangelo, 30 - 60036 Piacenza",Edilizia
Agriturismo Il Pino,agriturismoilpino@tin.it,+39 087 758055,La nostra missione è fornire il miglior servizio possibile nel settore commercio al dettaglio. Siamo un'azienda a conduzione familiare con oltre 15 anni di esperienza.,,2025-04-09 15:56:01,"Via Einstein, 99 - 45077 Udine",Commercio al dettaglio
Negozio Il Pino,info@negozioilpino.it,+39 366 8300251,Specialisti nel settore commercio all'ingrosso con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Napoli e oltre.,https://www.negozioilpino.it,2025-04-09 15:56:01,"Via Tiziano, 122 - 76092 Napoli",Commercio all'ingrosso
Impresa Il Cantuccio,impresailcantuccio@yahoo.it,+39 379 7538279,La nostra missione è fornire il miglior servizio possibile nel settore assicurativo. Siamo un'azienda a conduzione familiare con oltre 34 anni di esperienza.,https://www.impresailcantuccio.it,2025-04-09 15:56:01,"Piazza San Marco, 86 - 91080 Napoli",Assicurativo
Negozio Da Luca,info@negoziodaluca.it,+39 388 1547022,Specialisti nel settore servizi professionali con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Siracusa e oltre.,,2025-04-09 15:56:01,"Via Marconi, 151 - 82064 Siracusa",Servizi professionali
Gioielleria Belvedere,gioielleriabelvedere@outlook.it,+39 056 688955,Dal 2005 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.gioielleriabelvedere.it,2025-04-09 15:56:01,"Piazza Maggiore, 187 - 14044 Trieste",Moda
Concessionaria La Perla,info@concessionarialaperla.it,+39 026 679388,Dal 1988 offriamo servizi di qualità nel settore commercio al dettaglio. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Viale dei Pini, 50 - 76095 Padova",Commercio al dettaglio
Concessionaria Il Faro,concessionariailfaro@libero.it,+39 307 7726640,La nostra missione è fornire il miglior servizio possibile nel settore trasporti. Siamo un'azienda a conduzione familiare con oltre 8 anni di esperienza.,https://www.concessionariailfaro.it,2025-04-09 15:56:01,"Via Raffaello, 69 - 12038 Reggio Calabria",Trasporti
Osteria Buongusto,info@osteriabuongusto.it,+39 093 903891,Dal 1986 offriamo servizi di qualità nel settore servizi professionali. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.osteriabuongusto.it,2025-04-09 15:56:01,"Viale delle Palme, 145 - 32032 Catania",Servizi professionali
Palestra Continental,info@palestracontinental.it,+39 361 2242945,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore ristorazione. Fondata nel 2012, siamo cresciuti fino a diventare un punto di riferimento a Ferrara.",https://www.palestracontinental.it,2025-04-09 15:56:01,"Piazza Duomo, 47 - 84080 Ferrara",Ristorazione
Vetreria Buongusto,info@vetreriabuongusto.it,+39 311 6316159,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1957, siamo cresciuti fino a diventare un punto di riferimento a Latina.",https://www.vetreriabuongusto.it,2025-04-09 15:56:01,"Via Firenze, 61 - 17041 Latina",Commercio all'ingrosso
Concessionaria Il Pozzo,info@concessionariailpozzo.it,+39 086 344616,Azienda leader nel settore alimentare con sede a Ravenna. Offriamo prodotti e servizi di alta qualità dal 1960.,,2025-04-09 15:56:01,"Via Giotto, 82 - 70035 Ravenna",Alimentare
Negozio Il Castello,negozioilcastello@fastwebnet.it,+39 051 622344,Specialisti nel settore edilizia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Piacenza e oltre.,,2025-04-09 15:56:01,"Via Bologna, 133 - 61030 Piacenza",Edilizia
Ottica La Taverna,info@otticalataverna.it,+39 327 4606562,Azienda leader nel settore commercio all'ingrosso con sede a Sassari. Offriamo prodotti e servizi di alta qualità dal 1983.,,2025-04-09 15:56:01,"Via Alfieri, 65 - 16068 Sassari",Commercio all'ingrosso
B&B Da Luca,b&bdaluca@alice.it,+39 378 3127614,La nostra missione è fornire il miglior servizio possibile nel settore commercio all'ingrosso. Siamo un'azienda a conduzione familiare con oltre 43 anni di esperienza.,https://www.b&bdaluca.it,2025-04-09 15:56:01,"Via Roma, 12 - 97023 Firenze",Commercio all'ingrosso
Macelleria Deluxe,info@macelleriadeluxe.it,+39 044 862279,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1959, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.macelleriadeluxe.it,2025-04-09 15:56:01,"Via Genova, 9 - 51038 Prato",Commercio al dettaglio
Impianti Da Roberto,info@impiantidaroberto.it,+39 073 908928,La nostra missione è fornire il miglior servizio possibile nel settore servizi professionali. Siamo un'azienda a conduzione familiare con oltre 43 anni di esperienza.,https://www.impiantidaroberto.it,2025-04-09 15:56:01,"Via Marconi, 8 - 23030 Padova",Servizi professionali
Boutique Da Bruno,info@boutiquedabruno.it,+39 047 781607,Dal 1999 offriamo servizi di qualità nel settore automotive. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.boutiquedabruno.it,2025-04-09 15:56:01,"Via Raffaello, 102 - 11072 Cagliari",Automotive
Pasticceria Il Veliero,info@pasticceriailveliero.it,+39 374 3384644,Azienda leader nel settore salute con sede a Lecce. Offriamo prodotti e servizi di alta qualità dal 1954.,https://www.pasticceriailveliero.it,2025-04-09 15:56:01,"Via Volta, 91 - 46043 Lecce",Salute
Pizzeria Royal,info@pizzeriaroyal.it,+39 086 568743,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore ristorazione. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Pesaro.",,2025-04-09 15:56:01,"Via Botticelli, 168 - 45038 Pesaro",Ristorazione
Ottica Imperial,otticaimperial@virgilio.it,+39 352 6116879,La nostra missione è fornire il miglior servizio possibile nel settore edilizia. Siamo un'azienda a conduzione familiare con oltre 35 anni di esperienza.,,2025-04-09 15:56:01,"Via Volta, 144 - 43062 Milano",Edilizia
Agenzia Metropolitan,info@agenziametropolitan.it,+39 313 8240727,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore artigianato. Fondata nel 1962, siamo cresciuti fino a diventare un punto di riferimento a Genova.",,2025-04-09 15:56:01,"Via Raffaello, 121 - 54011 Genova",Artigianato
Estetica Il Faro,info@esteticailfaro.it,+39 335 8389268,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore immobiliare. Fondata nel 1981, siamo cresciuti fino a diventare un punto di riferimento a Ferrara.",https://www.esteticailfaro.it,2025-04-09 15:56:01,"Via Milano, 200 - 70078 Ferrara",Immobiliare
Ferramenta Da Antonio,info@ferramentadaantonio.it,+39 378 8655866,Specialisti nel settore logistica con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Vicenza e oltre.,,2025-04-09 15:56:01,"Piazza San Marco, 104 - 62048 Vicenza",Logistica
Macelleria La Quercia,info@macellerialaquercia.it,+39 087 623792,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alimentare. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Rimini.",,2025-04-09 15:56:01,"Via Palermo, 63 - 59034 Rimini",Alimentare
Negozio Il Mulino,info@negozioilmulino.it,+39 041 124655,Specialisti nel settore alberghiero con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Ancona e oltre.,,2025-04-09 15:56:01,"Via Petrarca, 33 - 26024 Ancona",Alberghiero
Falegnameria Da Mario,info@falegnameriadamario.it,+39 363 7747596,Specialisti nel settore trasporti con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Palermo e oltre.,https://www.falegnameriadamario.it,2025-04-09 15:56:01,"Viale delle Rose, 59 - 54025 Palermo",Trasporti
Costruzioni La Locanda,info@costruzionilalocanda.it,+39 327 6505091,Specialisti nel settore edilizia con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Brescia e oltre.,,2025-04-09 15:56:01,"Piazza del Popolo, 40 - 84038 Brescia",Edilizia
Edile Da Marco,ediledamarco@virgilio.it,+39 088 946430,La nostra missione è fornire il miglior servizio possibile nel settore alimentare. Siamo un'azienda a conduzione familiare con oltre 17 anni di esperienza.,,2025-04-09 15:56:01,"Via Bernini, 28 - 54012 Sassari",Alimentare
Gommista Da Paolo,info@gommistadapaolo.it,+39 397 1834777,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 43 anni di esperienza.,,2025-04-09 15:56:01,"Corso America, 163 - 96023 Torino",Alberghiero
Piscina La Cascata,info@piscinalacascata.it,+39 371 7228679,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore manifatturiero. Fondata nel 2002, siamo cresciuti fino a diventare un punto di riferimento a Novara.",,2025-04-09 15:56:01,"Piazza della Repubblica, 186 - 90022 Novara",Manifatturiero
Studio Express,studioexpress@tin.it,+39 324 1807137,Specialisti nel settore commercio all'ingrosso con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Roma e oltre.,https://www.studioexpress.it,2025-04-09 15:56:01,"Via Palermo, 132 - 39062 Roma",Commercio all'ingrosso
Spa Il Faro,info@spailfaro.it,+39 393 2370851,Azienda leader nel settore alimentare con sede a Napoli. Offriamo prodotti e servizi di alta qualità dal 1966.,,2025-04-09 15:56:01,"Via Bologna, 152 - 78094 Napoli",Alimentare
Impresa La Fontana,info@impresalafontana.it,+39 048 282754,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 1952, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.impresalafontana.it,2025-04-09 15:56:01,"Via Cavour, 1 - 82073 Prato",Moda
Macelleria Il Mulino,info@macelleriailmulino.it,+39 011 664030,La nostra missione è fornire il miglior servizio possibile nel settore ristorazione. Siamo un'azienda a conduzione familiare con oltre 28 anni di esperienza.,https://www.macelleriailmulino.it,2025-04-09 15:56:01,"Piazza Maggiore, 70 - 39058 Parma",Ristorazione
B&B Royal,info@b&broyal.it,+39 089 429830,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Modena.",,2025-04-09 15:56:01,"Via Fermi, 179 - 13095 Modena",Assicurativo
Benessere Da Antonio,info@benesseredaantonio.it,+39 039 802284,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore artigianato. Fondata nel 2013, siamo cresciuti fino a diventare un punto di riferimento a Bergamo.",,2025-04-09 15:56:01,"Piazza della Repubblica, 3 - 58080 Bergamo",Artigianato
Pensione La Taverna,info@pensionelataverna.it,+39 353 2047651,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore agricoltura. Fondata nel 1986, siamo cresciuti fino a diventare un punto di riferimento a Siracusa.",https://www.pensionelataverna.it,2025-04-09 15:56:01,"Via Foscolo, 93 - 82010 Siracusa",Agricoltura
Cartoleria Il Faro,info@cartoleriailfaro.it,+39 361 3945796,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore edilizia. Fondata nel 1966, siamo cresciuti fino a diventare un punto di riferimento a Ferrara.",,2025-04-09 15:56:01,"Viale delle Palme, 102 - 52015 Ferrara",Edilizia
Marmi Deluxe,info@marmideluxe.it,+39 043 667390,Azienda leader nel settore alberghiero con sede a Brescia. Offriamo prodotti e servizi di alta qualità dal 1960.,,2025-04-09 15:56:01,"Via Giotto, 36 - 74079 Brescia",Alberghiero
Impianti La Torre,impiantilatorre@libero.it,+39 058 779132,La nostra missione è fornire il miglior servizio possibile nel settore tecnologia. Siamo un'azienda a conduzione familiare con oltre 15 anni di esperienza.,,2025-04-09 15:56:01,"Via Foscolo, 19 - 57077 Parma",Tecnologia
Caffè La Cascata,info@caffèlacascata.it,+39 085 140071,La nostra missione è fornire il miglior servizio possibile nel settore commercio al dettaglio. Siamo un'azienda a conduzione familiare con oltre 32 anni di esperienza.,https://www.caffèlacascata.it,2025-04-09 15:56:01,"Via Genova, 3 - 74045 Bergamo",Commercio al dettaglio
Pizzeria La Locanda,info@pizzerialalocanda.it,+39 321 4684758,Dal 1969 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Galilei, 19 - 94069 Reggio Emilia",Benessere
Centro Da Mario,centrodamario@outlook.it,+39 389 3922029,Specialisti nel settore commercio al dettaglio con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Reggio Calabria e oltre.,,2025-04-09 15:56:01,"Via Botticelli, 62 - 48096 Reggio Calabria",Commercio al dettaglio
Trattoria La Stella,trattorialastella@yahoo.it,+39 364 3833497,Azienda leader nel settore finanziario con sede a Piacenza. Offriamo prodotti e servizi di alta qualità dal 1969.,https://www.trattorialastella.it,2025-04-09 15:56:01,"Via Einstein, 31 - 97082 Piacenza",Finanziario
Gelateria La Perla,gelaterialaperla@tin.it,+39 310 7209359,Azienda leader nel settore logistica con sede a Milano. Offriamo prodotti e servizi di alta qualità dal 1960.,,2025-04-09 15:56:01,"Via Milano, 122 - 79061 Milano",Logistica
Edile La Locanda,info@edilelalocanda.it,+39 088 752017,Dal 1993 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.edilelalocanda.it,2025-04-09 15:56:01,"Via Foscolo, 43 - 44048 Piacenza",Assicurativo
